,id,title,original_language,release_date,genre_ids,popularity,vote_average,vote_count
4967,181283,Child 44,en,2015-03-15,"[80, 53]",34.984,6.3,1408
4968,556901,Teen Titans Go! vs. Teen Titans,en,2019-07-21,"[28, 16]",36.498,7.9,387
4969,401981,Red Sparrow,en,2018-02-28,"[9648, 53]",36.739,6.5,5232
4970,8909,Wanted,en,2008-06-19,"[28, 53, 80]",42.529,6.5,6083
4971,38057,The Secret of the Magic Gourd,zh,2007-06-29,"[18, 10751, 14]",40.955,7.3,91
4972,30675,Planet Hulk,en,2010-02-02,"[878, 16, 28]",37.226,7.0,382
4973,97020,RoboCop,en,2014-01-30,"[878, 28]",40.228,5.8,4744
4974,45491,Sex and Zen,cn,1991-11-30,"[18, 12, 35, 10749]",42.381,5.7,47
4975,20943,The Ugly Truth,en,2009-07-24,"[35, 10749]",33.474,6.5,3043
4976,112454,Clown,en,2014-11-13,[27],29.176,5.7,1122
4977,47533,Scooby-Doo! Curse of the Lake Monster,en,2010-10-15,"[9648, 14, 35, 12]",41.623,6.2,416
4978,1562,28 Weeks Later,en,2007-04-26,"[27, 53, 878]",32.972,6.6,3467
4979,415,Batman & Robin,en,1997-06-20,"[878, 28, 12, 35]",37.621,4.3,4241
4980,418078,It Comes at Night,en,2017-06-09,"[18, 27, 9648]",28.727,5.8,1972
4981,476299,Ghostland,en,2018-03-14,"[27, 9648, 53]",38.726,7.4,1907
4982,20178,World's Greatest Dad,en,2009-08-20,"[35, 10749, 18]",39.219,6.6,480
4983,1375,Rocky V,en,1990-11-16,[18],42.214,5.7,2546
4984,479957,Desire,es,2017-10-05,"[10749, 18]",29.972,5.8,113
4985,810406,2gether: The Movie,th,2021-04-22,"[18, 10749]",39.301,7.3,10
4986,378108,In This Corner of the World,ja,2016-11-12,"[18, 16, 10749, 10752, 36]",33.419,8.0,455
4987,4421,G.I. Jane,en,1997-08-19,"[28, 18]",20.21,6.4,1363
4988,581,Dances with Wolves,en,1990-03-30,"[12, 18, 37]",32.758,7.9,3421
4989,616651,Stillwater,en,2021-07-29,"[18, 80, 53]",35.506,6.8,695
4990,802504,Just Say Yes,nl,2021-04-02,"[35, 10749]",36.742,6.5,185
4991,829280,Enola Holmes 2,en,,"[9648, 12, 18]",28.704,0.0,0
4992,384798,Kill Command,en,2016-05-13,"[28, 27, 878]",36.958,5.5,483
4993,13523,Sex Drive,en,2008-10-16,"[35, 12, 10749]",30.402,6.3,1069
4994,716258,Black Box,en,2020-10-06,"[27, 878, 53]",32.723,6.5,401
4995,345,Eyes Wide Shut,en,1999-07-16,"[18, 53, 9648]",35.897,7.5,4888
4996,13459,Barbie in 'A Christmas Carol',en,2008-11-03,"[16, 10751]",32.946,7.1,430
4997,913829,The Janes,en,2022-05-03,[99],30.48,5.0,20
4998,7980,The Lovely Bones,en,2009-02-19,"[14, 18]",39.444,7.0,3922
4999,9874,Cobra,en,1986-03-21,"[28, 80, 53]",36.191,6.0,1371
5000,42501,Murmur of the Heart,fr,1971-04-27,"[35, 18]",43.689,7.1,126
5001,1830,Lord of War,en,2005-09-16,"[80, 18, 53]",42.839,7.3,3798
5002,77459,A Monster in Paris,fr,2011-10-12,"[12, 16, 35, 10751, 14]",31.139,6.8,1061
5003,24528,Killer Bean Forever,en,2009-09-24,"[28, 16, 80, 53]",31.439,7.3,125
5004,519182,Despicable Me 4,en,2024-07-03,"[16, 10751, 35, 12]",33.212,0.0,0
5005,137094,Jack Ryan: Shadow Recruit,en,2014-01-15,"[28, 18, 53]",32.883,6.1,2477
5006,354556,Guardians,ru,2017-02-14,"[28, 14, 878]",46.033,4.9,627
5007,919590,Phantastische Harry Potter Momente - Das große SAT.1 Spezial,de,2021-10-31,[],28.834,7.0,3
5008,699102,A Week Away,en,2021-03-26,"[18, 10751, 10402, 10749]",35.215,7.0,300
5009,418437,Unforgettable,en,2017-03-06,"[18, 53]",30.684,5.8,552
5010,428045,Iron Mask,ru,2019-08-16,"[12, 14]",32.19,6.2,305
5011,20829,Funny People,en,2009-07-30,"[35, 18]",31.676,5.8,1063
5012,646,Dr. No,en,1962-10-07,"[12, 28, 53]",43.374,7.0,2882
5013,7090,Ken Park,en,2002-08-31,[18],31.172,5.8,409
5014,9335,Transporter 2,en,2005-08-03,"[28, 53, 80]",37.869,6.3,2950
5015,227159,Horrible Bosses 2,en,2014-11-26,[35],27.19,6.2,3624
5016,10925,The Return of the Living Dead,en,1985-04-25,"[35, 27]",33.162,7.2,1406
5017,300803,Dragonheart 3: The Sorcerer's Curse,en,2015-02-24,[14],34.917,5.4,204
5018,277,Underworld,en,2003-09-19,"[14, 28, 53]",34.987,6.8,5313
5019,9837,The Prince of Egypt,en,1998-12-16,"[12, 16, 18, 10751]",36.059,7.2,3244
5020,318256,Hot Girls Wanted,en,2015-05-29,[99],33.413,5.9,495
5021,941,Lethal Weapon,en,1987-03-06,"[12, 28, 35, 53, 80]",28.001,7.3,3732
5022,10283,Friday the 13th Part VIII: Jason Takes Manhattan,en,1989-07-28,"[27, 53]",40.349,5.0,776
5023,570503,Tune in for Love,ko,2019-08-28,"[10749, 18]",37.415,7.9,190
5024,484641,Anna,fr,2019-06-19,"[53, 28]",44.912,6.7,2137
5025,540901,Hustlers,en,2019-09-12,"[18, 35, 80]",37.16,6.5,2562
5026,538235,Beautiful Vampire,ko,2018-07-13,"[10749, 14, 18, 10751]",36.383,6.9,66
5027,295693,The Boss Baby,en,2017-03-23,"[16, 35, 10751]",35.04,6.5,6284
5028,161143,Madly Madagascar,en,2013-01-29,"[16, 35, 10751]",29.895,6.5,188
5029,181656,Asura,ja,2012-09-29,"[16, 18, 36, 27]",31.914,7.0,59
5030,624713,Porno,es,2006-03-10,[99],28.259,3.5,4
5031,494656,La leyenda del Charro Negro,es,2018-01-19,[16],45.608,7.9,134
5032,77950,Turbo,en,2013-07-11,"[16, 10751]",39.388,6.2,2733
5033,765335,Tryo - Live XXV,en,2020-03-13,[10402],25.181,6.0,1
5034,600,Full Metal Jacket,en,1987-06-26,"[18, 10752]",36.53,8.1,8698
5035,8913,Pet Sematary,en,1989-04-21,[27],34.58,6.6,1713
5036,814,An American Werewolf in London,en,1981-08-21,"[27, 35]",36.13,7.4,1860
5037,4705,The Sensuous Nurse,it,1975-12-19,[35],32.009,5.1,21
5038,55,Amores Perros,es,2000-06-16,"[18, 53]",32.38,7.6,2060
5039,116946,The Wailer,es,2006-06-20,[27],29.0,6.6,54
5040,70,Million Dollar Baby,en,2004-12-15,[18],33.078,8.0,8104
5041,1576,Resident Evil,en,2002-03-15,"[27, 28, 878]",33.061,6.6,5315
5042,765245,Swan Song,en,2021-12-17,"[18, 878]",36.894,7.3,336
5043,753926,Toys of Terror,en,2021-12-02,[27],33.178,6.6,8
5044,188927,Star Trek Beyond,en,2016-07-07,"[28, 12, 878]",37.071,6.8,5807
5045,455980,Tag,en,2018-05-30,"[35, 28]",35.873,6.7,2603
5046,342677,Lusty Discipline in Uniform,ja,1982-11-15,"[18, 80]",29.98,5.8,4
5047,627661,Cranston Academy: Monster Zone,en,2020-04-29,"[12, 878, 16, 14, 27]",37.021,6.2,88
5048,39514,RED,en,2010-10-13,"[28, 12, 35, 80, 53]",31.363,6.7,5785
5049,33875,Pokémon Heroes,ja,2002-07-13,"[16, 12, 28, 14]",37.36,6.5,272
5050,18011,Leprechaun in the Hood,en,2000-03-28,"[27, 35]",38.359,5.1,162
5051,260372,Bermuda Tentacles,en,2014-04-04,[878],35.691,4.0,61
5052,698916,Sunny Side Battle!,ja,2014-09-11,"[28, 16, 35]",28.817,5.9,7
5053,123025,"Batman: The Dark Knight Returns, Part 1",en,2012-08-21,"[878, 28, 16, 9648]",34.606,7.8,1262
5054,653247,"Turu, the Wacky Hen",es,2019-09-21,"[10751, 16, 10402, 12]",28.723,7.2,87
5055,681429,Be Careful What You Wish For,es,2020-04-24,[27],28.335,6.5,99
5056,343795,90 Minutes in Heaven,en,2015-09-11,[18],33.599,6.1,125
5057,692969,Cadaver,no,2020-10-22,"[18, 27, 53]",38.12,5.6,494
5058,670981,Prayers for the Stolen,es,2021-09-16,[18],45.188,7.8,76
5059,518158,Leprechaun Returns,en,2018-12-11,"[27, 14, 35]",40.604,6.0,270
5060,618354,Superman: Man of Tomorrow,en,2020-08-23,"[16, 28, 878]",29.865,7.2,350
5061,14211,Prey,en,2007-05-18,"[12, 27, 53]",35.342,5.7,281
5062,270413,One Piece: Strong World Episode 0,ja,2010-04-24,"[28, 16, 35]",29.822,7.4,66
5063,73454,X,en,2011-11-23,"[28, 53, 10749]",30.041,5.7,90
5064,2335,Taxi 4,fr,2007-02-10,"[28, 35]",35.84,5.5,989
5065,14365,Killing Me Softly,en,2002-05-10,[53],32.588,5.5,235
5066,3131,Gangs of New York,en,2002-12-14,"[18, 36, 80]",31.288,7.3,5579
5067,1931,Stomp the Yard,en,2007-05-16,"[18, 10402]",33.089,6.9,335
5068,440021,Happy Death Day,en,2017-10-12,"[27, 9648, 35]",44.095,6.6,5302
5069,214553,"Love, Chunibyo & Other Delusions! Rikka Version",ja,2013-09-14,"[35, 16, 18, 10749]",32.48,7.1,63
5070,196254,Barbie Mariposa & the Fairy Princess,en,2013-08-25,"[16, 10751, 14]",27.34,7.0,240
5071,34016,She's Out of My League,en,2010-03-11,"[35, 10749]",38.285,6.4,1706
5072,350312,Bāhubali 2: The Conclusion,te,2017-04-27,"[28, 12, 14]",35.584,7.3,540
5073,20504,The Book of Eli,en,2010-01-11,"[28, 53, 878]",33.576,6.8,5182
5074,575604,The Call,ko,2020-11-27,"[53, 9648, 878]",28.851,7.6,540
5075,995456,Jurassic Park to Jurassic World: The Greatest Moments,en,2022-06-05,[99],25.656,1.5,2
5076,4327,Charlie's Angels,en,2000-11-02,"[28, 12, 35, 80, 53]",31.719,5.8,3558
5077,6114,Bram Stoker's Dracula,en,1992-11-13,"[10749, 27]",44.948,7.4,4100
5078,9273,Ace Ventura: When Nature Calls,en,1995-11-10,"[80, 35, 12]",35.215,6.3,3434
5079,16000,Ben 10: Race Against Time,en,2008-02-11,"[28, 10751, 878]",32.061,5.8,251
5080,16258,The Butterfly Effect 3: Revelations,en,2009-01-09,"[878, 53, 18, 80]",25.061,5.4,457
5081,863837,Water Monster 2,zh,2021-08-20,"[53, 9648]",34.03,6.4,14
5082,1255,The Host,ko,2006-07-27,"[27, 18, 878]",35.309,7.0,2187
5083,251783,Pleasure or Pain,en,2013-09-05,"[18, 53]",31.128,4.6,44
5084,242224,The Babadook,en,2014-05-22,"[18, 27]",31.309,6.5,5187
5085,251,Ghost,en,1990-07-12,"[14, 18, 53, 9648, 10749]",43.252,7.2,4648
5086,9037,Grease 2,en,1982-06-11,"[35, 10402, 10749]",34.8,5.1,578
5087,33380,Gayniggers from Outer Space,en,1992-01-01,"[35, 878]",33.32,4.3,59
5088,10047,The Messenger: The Story of Joan of Arc,en,1999-10-27,"[12, 18, 28, 36, 10752]",31.551,6.4,1180
5089,537996,The Ballad of Buster Scruggs,en,2018-11-09,"[37, 35, 18]",35.761,7.1,3332
5090,413736,Monster High: Welcome to Monster High,en,2016-08-27,"[16, 10751]",38.056,6.7,100
5091,316029,The Greatest Showman,en,2017-12-20,[18],35.709,7.9,8238
5092,12448,The Hunchback of Notre Dame II,en,2002-02-05,"[16, 10751, 35]",29.798,5.4,666
5093,464889,Sniper: Ultimate Kill,en,2017-10-03,"[28, 18, 53]",35.805,6.5,231
5094,10315,Fantastic Mr. Fox,en,2009-10-23,"[12, 16, 35, 10751]",36.29,7.8,4182
5095,716703,What Lies Below,en,2020-12-17,"[27, 9648, 53, 878]",35.317,5.3,120
5096,939819,Daeng,th,2022-03-31,"[35, 27]",30.237,10.0,2
5097,443791,Underwater,en,2020-01-08,"[28, 27, 878, 53]",36.554,6.3,2500
5098,828751,Bestia,xx,2021-11-04,"[16, 18, 53]",28.44,7.5,28
5099,487242,Suicide Squad: Hell to Pay,en,2018-05-09,"[878, 28, 16]",35.042,7.1,476
5100,416194,The Quake,no,2018-08-31,"[28, 53]",39.291,6.8,556
5101,144288,Berserk: The Golden Age Arc III - The Advent,ja,2013-02-01,"[28, 12, 18, 14, 16]",35.532,7.6,261
5102,633515,The Forgotten Battle,nl,2021-06-05,"[10752, 36, 18]",35.769,7.2,433
5103,77174,ParaNorman,en,2012-08-03,"[10751, 16, 12, 35]",44.572,6.9,2123
5104,71670,Hostel: Part III,en,2011-12-27,[27],32.528,5.1,912
5105,950511,Broken Idol: The Undoing of Diomedes Díaz,es,2022-03-30,[99],33.365,7.3,15
5106,568091,Fractured,en,2019-09-22,[53],32.536,6.7,1889
5107,14,American Beauty,en,1999-09-15,[18],29.92,8.0,10404
5108,121856,Assassin's Creed,en,2016-12-21,"[28, 12, 878]",35.819,5.4,6900
5109,810873,Single All the Way,en,2021-12-02,"[10749, 35, 18]",26.839,6.5,262
5110,500664,Upgrade,en,2018-05-31,"[28, 53, 878]",30.325,7.5,3474
5111,45781,Hole in One,en,2009-09-12,[35],33.947,4.1,81
5112,606303,No Way Out,en,2022-08-12,"[53, 80]",44.454,3.0,1
5113,183443,Monster High: New Ghoul at School,en,2010-10-31,"[10751, 16, 14]",28.905,6.6,38
5114,536115,Godzilla: The Planet Eater,ja,2018-11-03,"[16, 878, 28, 12, 14]",44.443,6.4,225
5115,13355,Scooby-Doo! Pirates Ahoy!,en,2006-01-01,"[14, 16, 35, 10751, 9648, 12]",33.014,7.6,211
5116,452970,Mazinger Z: Infinity,ja,2017-10-27,"[28, 878, 16]",32.27,6.7,249
5117,44048,Unstoppable,en,2010-11-04,"[28, 53]",29.263,6.5,2933
5118,581997,Batman vs. Teenage Mutant Ninja Turtles,en,2019-03-31,"[16, 28, 10751]",36.769,7.2,363
5119,17165,Bleach the Movie: Fade to Black,ja,2008-12-13,"[28, 16, 14, 18]",37.256,7.1,127
5120,978444,Top Gun : les coulisses du grand retour,fr,2022-05-19,[99],35.094,6.8,4
5121,2503,The Bourne Ultimatum,en,2007-08-03,"[28, 18, 9648, 53]",32.153,7.4,6555
5122,833237,Gokuraku sentô: Kyonyû yumomi,ja,2011-08-11,[35],33.284,2.0,1
5123,570670,The Invisible Man,en,2020-02-26,"[53, 878, 27]",27.467,7.1,4677
5124,9992,Arthur and the Invisibles,en,2006-12-13,"[12, 14, 16, 10751]",37.999,6.4,2513
5125,9103,The Quest,en,1996-04-19,"[28, 12]",22.996,6.1,546
5126,638449,The Last Letter from Your Lover,en,2021-07-23,"[18, 10749]",31.544,7.5,441
5127,512196,Happy Death Day 2U,en,2019-02-13,"[35, 27, 878]",27.008,6.3,2828
5128,903939,Detective Conan: The Bride of Halloween,ja,2022-04-15,"[16, 28, 80, 9648]",35.878,5.7,16
5129,742396,Kakegurui 2: Ultimate Russian Roulette,ja,2021-04-29,"[9648, 53, 18]",34.487,6.8,7
5130,320846,Sky Sharks,en,2020-10-07,"[27, 878, 35]",35.682,5.1,64
5131,9871,Ginger Snaps,en,2000-08-01,[27],28.483,6.8,654
5132,608195,Ghosts of War,en,2020-07-03,"[27, 53, 10752, 14]",40.605,6.1,323
5133,77663,Killing Season,en,2013-07-12,"[28, 53]",33.435,5.5,845
5134,508763,A Dog's Way Home,en,2019-01-10,"[18, 12, 10751]",38.494,7.3,920
5135,797307,The Pact,da,2021-08-05,[18],32.33,5.8,10
5136,11621,Porco Rosso,ja,1992-07-18,"[10751, 35, 16, 12]",31.928,7.8,2564
5137,33217,Diary of a Wimpy Kid,en,2010-03-19,"[35, 10751]",29.979,6.2,1284
5138,51481,Mean Girls 2,en,2011-01-23,[35],35.879,5.2,1073
5139,449924,Ip Man 4: The Finale,cn,2019-12-19,"[28, 18, 36]",31.898,7.3,1591
5140,34067,Pokémon: Lucario and the Mystery of Mew,ja,2005-07-16,"[10751, 12, 16, 14, 28, 878]",38.727,6.9,238
5141,455839,Time Trap,en,2017-05-19,"[878, 12]",33.231,6.1,813
5142,441282,Night Hunter,en,2019-08-29,"[18, 53]",35.736,6.5,651
5143,379149,The Foreigner,en,2017-09-28,"[28, 53]",33.977,6.9,2022
5144,377897,Barbie: Spy Squad,en,2016-01-15,"[28, 16, 10751]",30.225,6.9,307
5145,929,Godzilla,en,1998-05-20,"[878, 28, 53]",35.617,5.6,3207
5146,385448,The Little Mermaid,en,2018-08-02,"[10751, 12, 14, 10749, 18]",38.728,5.0,772
5147,285812,Doraemon: New Nobita's Great Demon – Peko and the Exploration Party of Five,ja,2014-03-08,"[10751, 16, 12]",36.681,7.0,57
5148,819413,August Never Ends,zh,2021-04-16,[10749],32.781,2.0,1
5149,870769,Viruman,ta,2022-08-12,"[28, 10751]",40.011,5.0,1
5150,35019,Nanny McPhee and the Big Bang,en,2010-03-26,"[35, 14, 10751]",32.964,6.3,1559
5151,502436,Female Urologists,ko,2018-02-22,"[18, 10749]",24.971,0.0,0
5152,157544,The Vatican Tapes,en,2015-07-24,"[53, 27]",32.466,5.3,642
5153,393003,Wildflower,en,2016-02-05,"[53, 18]",25.966,5.3,25
5154,13417,Kronk's New Groove,en,2005-12-05,"[16, 35, 10751]",29.461,6.4,1051
5155,168903,Barbie in the Pink Shoes,en,2013-02-14,"[16, 10751]",33.962,6.9,295
5156,63404,American Pie: Revealed,en,2004-01-02,"[99, 35]",36.208,5.9,146
5157,271718,Trainwreck,en,2015-07-17,"[35, 18, 10749]",33.195,5.8,2311
5158,179058,Be My Slave,ja,2012-11-03,"[18, 35, 10749]",33.928,5.6,24
5159,1683,The Reaping,en,2007-04-05,[27],20.705,5.7,667
5160,2003,Anatomy of Hell,fr,2004-01-28,[18],28.062,4.8,87
5161,3980,Critters,en,1986-04-11,"[27, 28, 35, 878, 53]",33.05,6.4,727
5162,79108,Starbuck,fr,2011-01-01,[35],30.201,6.9,372
5163,417870,Girls Trip,en,2017-07-21,[35],27.206,6.8,1343
5164,153158,Underdogs,es,2013-07-18,"[16, 12, 10749]",39.149,6.6,351
5165,823855,I Am All Girls,en,2021-05-14,"[80, 18, 9648, 53]",32.736,6.7,219
5166,22164,Blood and Bone,en,2009-02-07,"[28, 18, 53]",30.146,7.4,568
5167,699249,Naruto: The Cross Roads,ja,2009-12-19,"[16, 28]",32.956,6.2,17
5168,1495,Kingdom of Heaven,en,2005-05-03,"[18, 28, 12, 36, 10752]",35.692,6.9,3389
5169,10048,Stealth,en,2005-07-27,"[878, 28, 10752]",43.736,5.3,821
5170,673271,13: The Musical,en,2022-08-12,"[10751, 18, 35]",43.733,4.5,2
5171,444090,The Ash Lad: In the Hall of the Mountain King,no,2017-09-29,"[12, 14]",43.194,6.7,228
5172,13078,The Babysitters,en,2008-05-09,[18],37.937,5.9,343
5173,44730,One Piece: Giant Mecha Soldier of Karakuri Castle,ja,2006-03-04,"[28, 16, 35]",31.436,7.0,125
5174,89,Indiana Jones and the Last Crusade,en,1989-05-24,"[12, 28]",43.693,7.8,8291
5175,452773,"Tad, the Lost Explorer, and the Secret of King Midas",es,2017-03-25,"[16, 12, 35, 10751]",39.189,6.5,309
5176,1635,The Island,en,2005-07-21,"[28, 53, 878, 12]",27.132,6.7,4605
5177,204794,Los Verduleros 2,es,1987-07-02,[35],28.296,6.6,54
5178,12180,Star Wars: The Clone Wars,en,2008-08-05,"[16, 28, 878, 12]",33.425,6.1,1621
5179,611489,Initiation,en,2020-10-08,"[27, 9648]",30.309,5.8,87
5180,853,Enemy at the Gates,en,2001-03-14,"[18, 10752, 36]",31.123,7.4,2905
5181,94329,The Raid,id,2012-03-22,"[28, 53, 80]",28.876,7.4,2732
5182,311056,Beyond the Boundary: I'll Be Here – Past,ja,2015-03-15,"[16, 14, 28, 18, 35]",37.086,6.8,47
5183,36955,True Lies,en,1994-07-15,"[28, 53]",37.118,7.0,3284
5184,54551,Banana,en,2010-12-13,"[16, 10751, 35]",34.42,7.2,234
5185,401410,Prey,en,2019-07-18,"[27, 53, 12]",25.773,4.7,53
5186,7840,"10,000 BC",en,2008-02-22,"[12, 28, 18, 14]",34.418,5.4,2504
5187,601666,I Care a Lot,en,2021-02-19,"[35, 80, 53, 18]",33.2,6.6,2096
5188,10747,The Outlaw Josey Wales,en,1976-07-14,[37],29.813,7.5,894
5189,80278,The Impossible,en,2012-09-09,"[53, 18]",30.616,7.4,5479
5190,10995,The Lover,fr,1992-01-22,"[18, 10749]",32.161,6.9,505
5191,64694,"It's Not You, It's Me",es,2010-08-27,"[18, 35, 10749]",27.613,7.2,147
5192,8698,The League of Extraordinary Gentlemen,en,2003-07-11,"[14, 28, 53, 878]",31.66,5.9,3434
5193,471498,Oxygen,fr,2021-05-12,"[878, 53, 27]",39.448,6.6,1064
5194,22843,Evangelion: 2.0 You Can (Not) Advance,ja,2009-06-26,"[16, 878, 28, 18]",27.61,7.9,626
5195,12556,Ghosts of Girlfriends Past,en,2009-05-01,"[14, 35, 10749]",33.658,5.9,1998
5196,318846,The Big Short,en,2015-12-11,"[35, 18]",34.212,7.3,7578
5197,21832,Neon Genesis Evangelion: Death and Rebirth,ja,1997-03-15,"[18, 878, 16]",31.156,7.5,303
5198,13205,Bambi II,en,2006-01-26,"[16, 18, 10751]",33.905,6.5,818
5199,644714,On the Line,ko,2021-09-15,"[28, 80]",32.837,7.9,21
5200,293863,The Age of Adaline,en,2015-04-16,"[10749, 14, 18]",43.386,7.5,5584
5201,399055,The Shape of Water,en,2017-12-01,"[18, 14, 10749]",32.408,7.2,10760
5202,530581,365 Days,te,2015-05-22,[10749],33.324,4.6,14
5203,1885,The Karate Kid,en,1984-06-22,"[28, 10751, 18]",42.697,7.2,3359
5204,833971,The House of Flowers: The Movie,es,2021-06-23,[18],33.908,8.0,99
5205,4982,American Gangster,en,2007-11-02,"[18, 80]",36.342,7.6,4456
5206,20558,Scooby-Doo! in Where's My Mummy?,en,2005-12-13,"[9648, 16, 10751, 12, 35, 14]",36.139,7.4,307
5207,27582,The Mechanic,en,2011-01-13,"[28, 53, 80]",28.39,6.5,2651
5208,9360,Anaconda,en,1997-04-11,"[12, 27, 53]",34.138,5.1,2037
5209,41283,Faster,en,2010-11-23,"[80, 18, 28, 53]",29.289,6.3,1595
5210,462677,Doraemon: Nobita's Great Adventure in the Antarctic Kachi Kochi,ja,2017-03-04,"[16, 12, 14, 10751]",29.654,7.5,42
5211,579583,The King of Staten Island,en,2020-07-22,"[35, 18]",36.91,7.0,729
5212,393738,Erotic Passion,el,1981-03-26,"[80, 18]",27.813,5.6,6
5213,609,Poltergeist,en,1982-06-04,[27],32.583,7.1,2376
5214,11453,Deuce Bigalow: European Gigolo,en,2005-08-12,[35],35.383,5.2,738
5215,15601,Scooby-Doo! and the Cyber Chase,en,2001-10-09,"[16, 12, 35]",31.88,7.4,412
5216,630940,Jokyoshi Nikki 2 Abakareta Sei,ja,1996-06-13,[],20.63,0.0,0
5217,483906,Polar,en,2019-01-25,"[28, 80, 18]",31.391,6.3,1792
5218,901407,Millonario sin amor,es,2021-09-01,"[10749, 35]",31.049,7.9,79
5219,3021,1408,en,2007-06-22,"[27, 9648]",34.876,6.7,3520
5220,714,Tomorrow Never Dies,en,1997-12-11,"[12, 28, 53]",35.075,6.3,2510
5221,511617,Berlin Drifters,ja,2017-09-10,[18],22.622,4.6,8
5222,11283,Nanny McPhee,en,2005-10-21,"[14, 35, 10751]",38.374,6.6,2587
5223,15196,Clue,en,1985-12-13,"[35, 53, 80, 9648]",32.218,7.2,1345
5224,508664,Danger Close: The Battle of Long Tan,en,2019-08-08,"[10752, 28, 18, 36]",35.584,6.9,239
5225,38142,5 Centimeters per Second,ja,2007-03-03,"[16, 18, 10749]",39.368,7.3,1536
5226,680531,The Mad Women's Ball,fr,2021-09-12,"[53, 18, 36]",30.921,7.1,205
5227,3049,Ace Ventura: Pet Detective,en,1994-02-04,"[35, 12]",34.264,6.5,4806
5228,256961,Paul Blart: Mall Cop 2,en,2015-04-16,"[28, 35, 10751]",34.814,5.1,1330
5229,6537,The Orphanage,es,2007-05-20,"[27, 18, 53]",36.312,7.2,2408
5230,438590,A-X-L,en,2018-08-23,"[878, 28, 12, 10751]",26.372,6.3,1034
5231,1880,Red Dawn,en,1984-08-10,"[28, 53, 10752, 18]",32.459,6.3,586
5232,21180,La conjura de El Escorial,es,2008-09-05,[36],32.761,4.4,5
5233,636963,Star☆Twinkle Precure the Movie: Wish Upon a Song of Stars,ja,2019-10-19,"[16, 14, 878, 35, 28]",28.436,3.8,2
5234,11474,The Warriors,en,1979-02-09,"[28, 53]",43.012,7.7,1678
5235,688304,The Youngest Sister-in-law 2,ko,2020-03-12,[10749],43.011,0.0,0
5236,667062,Satria Dewa: Gatotkaca,id,2022-06-09,"[28, 12, 18]",29.022,7.4,4
5237,514593,You Should Have Left,en,2020-06-18,[27],32.377,5.9,506
5238,116149,Paddington,en,2014-11-24,"[35, 12, 10751]",27.106,7.1,2986
5239,3093,Basic Instinct 2,en,2006-03-29,"[80, 9648, 53]",32.603,5.1,604
5240,381890,The Mermaid,zh,2016-02-08,"[35, 14, 10749]",33.106,6.4,268
5241,1266,Street Kings,en,2008-04-10,"[28, 80, 18, 53]",21.1,6.6,1157
5242,178809,The Colony,en,2013-04-12,"[28, 878, 27]",27.847,5.4,951
5243,403052,Mower Minions,en,2016-07-08,"[35, 16]",26.349,6.6,137
5244,13394,Shrek the Halls,en,2007-11-28,"[12, 16, 35, 14, 10751]",34.342,6.3,660
5245,2501,The Bourne Identity,en,2002-06-14,"[28, 18, 9648, 53]",34.339,7.4,7918
5246,435,The Day After Tomorrow,en,2004-05-26,"[28, 12, 878, 53]",34.678,6.5,6742
5247,120467,The Grand Budapest Hotel,en,2014-02-26,"[35, 18]",30.89,8.1,12523
5248,16761,A Movie of Eggs,es,2006-04-21,"[16, 35]",26.586,7.7,244
5249,80410,In the Name of the King 2: Two Worlds,en,2011-11-03,"[12, 14, 18, 28]",33.086,4.0,100
5250,14011,Justice League: The New Frontier,en,2008-02-26,"[28, 12, 16, 878, 10751]",31.834,6.9,414
5251,1577,Resident Evil: Apocalypse,en,2004-09-10,"[27, 28, 878]",40.791,6.4,3590
5252,586954,Latte and the Magic Waterstone,de,2022-01-27,"[16, 12, 10751, 35]",30.107,6.5,6
5253,180719,Sessomatto,it,1973-12-19,[35],28.248,5.5,39
5254,335659,The Labyrinth of Grisaia,ja,2015-04-12,"[16, 18, 53]",32.383,5.2,10
5255,946030,Onsen porno chitai,ja,1972-01-08,[],27.137,6.0,2
5256,151512,Jan Dara: The Beginning,th,2012-09-06,"[18, 10749]",33.178,5.5,20
5257,9453,Caligula,en,1979-08-14,"[18, 36, 10749]",30.472,5.9,574
5258,426543,The Nutcracker and the Four Realms,en,2018-10-26,"[14, 12, 10751]",33.032,6.1,1868
5259,68812,The Iceman,en,2012-09-01,"[53, 80, 18]",28.571,6.5,834
5260,43539,The Next Three Days,en,2010-11-18,"[10749, 18, 53, 80]",33.319,7.1,2399
5261,22824,The Fourth Kind,en,2009-11-06,"[9648, 878, 53]",29.319,6.3,1364
5262,15137,Evangelion: 1.0 You Are (Not) Alone,ja,2007-09-01,"[16, 878, 28, 18]",32.266,7.7,681
5263,985932,Virgin Forest,tl,2022-06-24,[53],33.255,3.0,2
5264,763873,Under Wraps,en,2021-10-01,"[35, 10751, 14]",33.612,6.7,58
5265,58224,Mr. Popper's Penguins,en,2011-06-17,"[35, 10751]",34.066,5.9,2486
5266,996280,Titanic 2,en,2017-04-04,[35],21.598,2.0,1
5267,502235,Purpose of Reunion 3,ko,2018-02-20,"[18, 10749]",27.098,2.0,1
5268,81,Nausicaä of the Valley of the Wind,ja,1984-03-11,"[12, 16, 14]",42.208,7.9,2775
5269,375588,Robin Hood,en,2018-11-21,"[12, 28, 53]",36.07,5.9,2543
